               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  86,           0.0088221,           0.0049983,                   0,             0.29766,             0.47826,             0.23764,             0.20428,            0.016441,             0.01932,                   0,            0.009439,            0.009439,            0.009439
                  87,            0.010887,           0.0049086,                   0,             0.23627,             0.47826,             0.21061,             0.18392,            0.015923,            0.018842,                   0,           0.0094324,           0.0094324,           0.0094324
                  88,            0.010854,           0.0050564,                   0,             0.29886,             0.47826,             0.21432,             0.16758,            0.015785,            0.019061,                   0,           0.0094258,           0.0094258,           0.0094258
                  89,           0.0090053,           0.0046878,                   0,             0.25668,             0.47826,             0.22123,             0.18794,            0.015595,            0.018499,                   0,           0.0094192,           0.0094192,           0.0094192
                  90,            0.010532,           0.0048705,                   0,             0.29436,              0.3913,             0.22548,             0.19227,            0.014338,            0.018901,                   0,           0.0094126,           0.0094126,           0.0094126
                  91,            0.010005,           0.0054226,                   0,             0.21083,              0.6087,             0.20822,               0.157,            0.017678,            0.019869,                   0,            0.009406,            0.009406,            0.009406
                  92,            0.010223,           0.0053432,                   0,             0.34629,             0.47826,             0.29108,             0.26582,            0.014697,             0.01739,                   0,           0.0093994,           0.0093994,           0.0093994
                  93,           0.0079456,           0.0047212,                   0,             0.33496,             0.43478,             0.23765,             0.17106,             0.02142,            0.025907,                   0,           0.0093928,           0.0093928,           0.0093928
                  94,           0.0086078,           0.0044986,                   0,             0.30529,             0.47826,              0.2877,             0.24838,              0.0158,            0.019207,                   0,           0.0093862,           0.0093862,           0.0093862
                  95,            0.010315,           0.0046711,                   0,             0.36561,             0.32628,             0.28828,             0.24588,            0.020242,            0.021038,                   0,           0.0093796,           0.0093796,           0.0093796
                  96,            0.011105,           0.0044343,                   0,              0.2732,             0.40888,             0.25286,             0.22587,            0.016129,             0.02113,                   0,            0.009373,            0.009373,            0.009373
                  97,           0.0067102,           0.0041327,                   0,             0.27314,              0.3913,             0.24593,              0.2234,            0.014648,            0.020503,                   0,           0.0093664,           0.0093664,           0.0093664
                  98,           0.0086975,           0.0040431,                   0,             0.25931,             0.43478,             0.21645,             0.19721,            0.014149,            0.020528,                   0,           0.0093598,           0.0093598,           0.0093598
                  99,            0.010978,           0.0040596,                   0,             0.33538,              0.3913,             0.24845,              0.2297,            0.014146,            0.019792,                   0,           0.0093532,           0.0093532,           0.0093532
                 100,           0.0089482,           0.0041266,                   0,             0.32886,              0.3913,             0.25068,             0.22407,             0.01498,            0.019468,                   0,           0.0093466,           0.0093466,           0.0093466
                 101,           0.0075128,           0.0037201,                   0,             0.38773,             0.30435,              0.2546,             0.22418,            0.015551,            0.020059,                   0,             0.00934,             0.00934,             0.00934
                 102,           0.0095341,           0.0037898,                   0,             0.34768,             0.34783,             0.22738,             0.21202,            0.015218,            0.019983,                   0,           0.0093334,           0.0093334,           0.0093334
                 103,           0.0079427,           0.0040368,                   0,             0.29713,             0.34783,             0.23958,             0.21334,            0.014905,            0.020513,                   0,           0.0093268,           0.0093268,           0.0093268
                 104,           0.0070694,             0.00379,                   0,             0.27147,             0.43478,             0.21795,             0.18872,            0.013699,            0.020098,                   0,           0.0093202,           0.0093202,           0.0093202
                 105,           0.0070819,           0.0036108,                   0,             0.22622,             0.40701,             0.18943,              0.1598,            0.016309,            0.022396,                   0,           0.0093136,           0.0093136,           0.0093136
                 106,           0.0086578,           0.0034872,                   0,             0.29145,             0.30435,             0.19664,                0.18,            0.015903,            0.021029,                   0,            0.009307,            0.009307,            0.009307
                 107,           0.0093318,           0.0040335,                   0,             0.22687,             0.17391,             0.21846,              0.1819,            0.018445,            0.023347,                   0,           0.0093004,           0.0093004,           0.0093004
                 108,           0.0098183,           0.0039596,                   0,             0.28006,              0.3913,             0.23119,             0.20659,            0.016205,            0.019972,                   0,           0.0092938,           0.0092938,           0.0092938
                 109,           0.0079876,            0.003519,                   0,             0.22345,             0.47826,             0.21995,             0.18917,            0.014759,            0.021404,                   0,           0.0092872,           0.0092872,           0.0092872
                 110,           0.0073098,           0.0034199,                   0,             0.25272,              0.3913,             0.22949,             0.20961,            0.013972,            0.022231,                   0,           0.0092806,           0.0092806,           0.0092806
                 111,           0.0092946,           0.0035313,                   0,             0.24541,             0.43478,             0.22766,             0.21157,            0.015362,            0.021704,                   0,            0.009274,            0.009274,            0.009274
                 112,           0.0087198,            0.003642,                   0,             0.26348,             0.13043,             0.19113,             0.15202,            0.021722,            0.025996,                   0,           0.0092674,           0.0092674,           0.0092674
